uid,number
M84RoZTsBaSrMJYxi80ukrHdT0h2,27
dc51yQUHAxUbCl030mRdcOAsl3s2,36
9Y18hX3KuBVHuZFDyBKIbN3uI2H3,35
AnDF48a0i6YP2xsYvQTPPGAS3WQ2,16
eNw9f0OA7KRJqg64GTMEJkNQc7X2,19
vkij6nYM5mXkGGyWVMdNlR8jFXp1,33
4KxnvN14c6OpK1hG1oM98tCWlrR2,29
oUcYpM5RGzYbQHAuSbr1WSzRCP43,15
0sej2Z74nkWHyxLOkt09gpNvuEi1,29
wJtsgal7GGNUMBMnZhYMp0IGua52,28
ByUFlSYRYtcDQUz7QMMxluXp7Os1,45
r4aY9IdNfyfYGOaa32djz3W1tzT2,32
Gj3hpAeaKJffUc7gNymYSF0MZjj1,12
4jlqADJEjdTr6u0RHRjJaLxIYmv1,29
pUlfw2zgG8a6DXAQ6NGrAMlgT442,34
QZPdR2YfWVblGZVZeix357qQT5s2,16
w5lqGzGHXYPfOSTnuKrFN5Ytjno1,33
HN5A3setOydjV9OZOUKuAKtWvNY2,29
FwTWXJW5bMa6fitKJTkWOiipcgB3,16
D0X4dsCR9TYLtsBEINWeWaI9vTJ3,16
PB8f6Tf01NPBfI5mv7Dmmf4NIUy1,15
Pcbn12f5I7fe0BZseaz3MyRmydE2,15
9s7GeSV24HScxx1l6fo5G3lbM8C2,34
HkVq6VqF0ae3oEU0njebZwGSOpL2,18
tGqbmBfXJnhwgqmfKCAARlFtXi22,11
esGyQ0PDRTWLNQVUe18lOxas7bo2,19
JGmkVUeWa1Td16v7hT7cvlfoB8D3,33
uYo5MBH8ZZa1PAYcGrQFVX09JGI2,27
9nRFmGFOhkXcqaTn8RmxTjULR2I3,40
ywbkeMsNDSeS4IF0tWv0K7cobJ13,16
rkJgXMRjzec0SQRNMUzLxu2QJjp1,17
yXxuccO6hfUyN5AbNxTPu3FfgO83,20
PoM2DVzFpZO9UsfmxXqk6dSXSHq2,13
r32kAQH7LThU6zee82ZYVqubmYu1,15
3UuvT82fH8fDZZWJbRQfyd4r2Xe2,16
qabkBFCWiQMi1r6ikohW8l3g8ZD2,27
1w3hL6zLEuSkuJwalOGLpicoqu33,27
yBKfMvQPWaQIOUZsx4HiV3vF7H03,37
XObgpeEgwpTD1aHPpQbJgPwTRc52,15
Fgh3Ub7ncaQ7HB9quW8orpahPK92,16
xY9SgraApMWvFQq5RKcnrXDM4Qp1,35
bPWeDjYN9NSnWP1OV99U4ZdN7M32,24
brZJXzfY3xghywoDiWWJUqmz3d22,16
8WYlMNBtAOTfyqslRsS1HzLjJEw2,69
fBmTCQBJWUgZPLp7BBaNQUzo3oq2,11
wmTlNUwfCfcn1qZaVrH9a1GoWdY2,14
cSFYGy80lgVo6oQKX31L7ucoMSr2,16
IaKQvWb0taN5uzjUL0NIh9Gvk0p2,27
q2UhDNf0fWSaXLKRww81wShDhkp2,14
JUady6m3ROWaup2yUOvPxwG2Uzy1,31
2qucpCmt2LW5AtH4OTWj2KWHqPY2,28
5jI6uQs09tNo9FLbJvirNFfue4r2,15
XClfHrxLMHXtk3C25uGfkU8pXrj2,42
02eXj0ln2OVgjRYJoFk5RZYGJQB2,25
j0qPODZs0dSLrxW9GEkNKLk1MRI2,14
unph2mh75Mcwx6qLJ2esgucQRfX2,33
VkvOheltsxeAko1pXTH4IgbzGJF3,25
cVnhGIdQlbebfUfAjs833Fd7Smw2,14
t4lS101R1USSXeOFUn46QrOz5Jp1,22
sgCyJ5iKPyXI7fJTAGvTWo4qDRm1,15
2NUzE9HUx3TDRFcES3D6xsWwlyW2,36
ynuuKyJNcXXO9I6HopJqZqYa3IZ2,20
qf1UGDqsVtOJZclARBqtEiTgNXq2,43
ezRDF4xZlVdvrJYNUZLHRKt3LOB3,29
